CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13918.0,49,2,1212.8400000000001,3,Low Value Buyers
13919.0,58,2,384.81,3,Low Value Buyers
13922.0,351,1,172.25,1,New Customers
13923.0,53,1,351.13,3,Low Value Buyers
13924.0,1,6,1838.8500000000001,3,Low Value Buyers
13925.0,92,4,678.25,3,Low Value Buyers
13926.0,22,1,223.85000000000002,3,Low Value Buyers
13927.0,74,1,348.99,3,Low Value Buyers
13928.0,10,4,464.57,3,Low Value Buyers
13929.0,168,2,842.65,1,New Customers
13930.0,57,2,337.34,3,Low Value Buyers
13931.0,95,2,1237.53,3,Low Value Buyers
13932.0,294,1,307.4,1,New Customers
13933.0,108,2,608.7900000000001,3,Low Value Buyers
13934.0,263,1,922.1,1,New Customers
13936.0,179,1,376.58,1,New Customers
13937.0,168,1,158.85,1,New Customers
13938.0,34,1,71.66,3,Low Value Buyers
13939.0,22,3,568.55,3,Low Value Buyers
13940.0,16,4,839.14,3,Low Value Buyers
13941.0,21,5,5112.96,3,Low Value Buyers
13946.0,78,3,561.5699999999999,3,Low Value Buyers
13947.0,64,1,90.6,3,Low Value Buyers
13948.0,360,1,102.0,1,New Customers
13949.0,2,6,2427.32,3,Low Value Buyers
13950.0,10,4,745.06,3,Low Value Buyers
13951.0,175,3,674.45,1,New Customers
13952.0,217,2,3251.071,1,New Customers
13953.0,6,7,3515.68,3,Low Value Buyers
13954.0,1,2,439.92,3,Low Value Buyers
13955.0,153,2,322.96,1,New Customers
13956.0,4,5,1026.42,3,Low Value Buyers
13959.0,78,3,598.2,3,Low Value Buyers
13960.0,20,2,230.22,3,Low Value Buyers
13962.0,21,2,169.55,3,Low Value Buyers
13963.0,307,4,664.54,1,New Customers
13967.0,145,1,80.7,1,New Customers
13969.0,6,18,9053.94,0,Loyal / High Spenders
13971.0,18,8,2758.26,3,Low Value Buyers
13972.0,70,2,190.25,3,Low Value Buyers
13973.0,286,1,264.7,1,New Customers
13974.0,48,1,413.59000000000003,3,Low Value Buyers
13975.0,30,6,2526.28,3,Low Value Buyers
13976.0,206,1,357.98,1,New Customers
13978.0,14,2,196.79000000000002,3,Low Value Buyers
13979.0,72,1,869.87,3,Low Value Buyers
13980.0,59,1,200.14,3,Low Value Buyers
13982.0,38,4,1871.81,3,Low Value Buyers
13983.0,29,12,2603.43,3,Low Value Buyers
13984.0,26,5,920.51,3,Low Value Buyers
13985.0,3,15,7060.13,0,Loyal / High Spenders
13986.0,16,1,320.46,3,Low Value Buyers
13988.0,19,6,4147.96,3,Low Value Buyers
13989.0,65,2,1266.08,3,Low Value Buyers
13990.0,212,1,311.3,1,New Customers
13991.0,11,6,855.97,3,Low Value Buyers
13992.0,29,1,76.8,3,Low Value Buyers
13993.0,42,9,3466.36,3,Low Value Buyers
13994.0,3,6,2313.14,3,Low Value Buyers
13995.0,14,5,1393.69,3,Low Value Buyers
13999.0,9,12,3901.81,3,Low Value Buyers
14000.0,210,1,635.66,1,New Customers
14001.0,45,3,2043.0800000000002,3,Low Value Buyers
14002.0,133,2,529.73,3,Low Value Buyers
14004.0,42,7,4582.64,3,Low Value Buyers
14005.0,9,5,2874.72,3,Low Value Buyers
14006.0,115,3,962.19,3,Low Value Buyers
14009.0,197,2,695.61,1,New Customers
14012.0,277,1,328.8,1,New Customers
14013.0,109,3,473.02,3,Low Value Buyers
14014.0,76,1,505.18,3,Low Value Buyers
14015.0,52,1,917.34,3,Low Value Buyers
14016.0,161,4,4341.21,1,New Customers
14019.0,46,3,1421.61,3,Low Value Buyers
14020.0,16,2,642.8,3,Low Value Buyers
14021.0,154,3,631.9,1,New Customers
14022.0,224,1,440.0,1,New Customers
14023.0,6,2,584.07,3,Low Value Buyers
14024.0,121,2,327.7,3,Low Value Buyers
14027.0,60,1,104.82,3,Low Value Buyers
14029.0,62,2,467.66,3,Low Value Buyers
14030.0,17,8,2360.09,3,Low Value Buyers
14031.0,6,19,17286.86,0,Loyal / High Spenders
14032.0,1,11,2975.59,3,Low Value Buyers
14034.0,21,3,651.8199999999999,3,Low Value Buyers
14035.0,28,5,1428.02,3,Low Value Buyers
14036.0,284,1,626.65,1,New Customers
14037.0,175,2,147.20000000000002,1,New Customers
14038.0,77,3,1560.38,3,Low Value Buyers
14039.0,32,1,152.2,3,Low Value Buyers
14040.0,40,12,3614.92,3,Low Value Buyers
14041.0,265,1,141.41,1,New Customers
14044.0,26,4,652.82,3,Low Value Buyers
14045.0,108,4,1659.75,3,Low Value Buyers
14046.0,283,1,154.99,1,New Customers
14047.0,8,5,1308.6100000000001,3,Low Value Buyers
14048.0,304,1,409.93,1,New Customers
14049.0,16,4,5681.72,3,Low Value Buyers
14050.0,31,2,746.36,3,Low Value Buyers
14051.0,0,23,15610.390000000001,0,Loyal / High Spenders
14052.0,19,1,225.36,3,Low Value Buyers
14053.0,123,2,260.25,3,Low Value Buyers
14054.0,64,1,92.46,3,Low Value Buyers
14055.0,105,1,725.6400000000001,3,Low Value Buyers
14056.0,0,23,8214.65,0,Loyal / High Spenders
14057.0,23,17,6217.96,0,Loyal / High Spenders
14059.0,266,1,183.6,1,New Customers
14060.0,4,19,6140.42,0,Loyal / High Spenders
14062.0,9,12,10464.85,0,Loyal / High Spenders
14064.0,28,5,1353.74,3,Low Value Buyers
14066.0,266,1,152.55,1,New Customers
14067.0,63,2,374.7,3,Low Value Buyers
14068.0,319,1,265.85,1,New Customers
14071.0,3,8,1438.82,3,Low Value Buyers
14073.0,31,1,151.04,3,Low Value Buyers
14075.0,4,3,942.26,3,Low Value Buyers
14076.0,128,1,122.47,3,Low Value Buyers
14077.0,40,5,499.41999999999996,3,Low Value Buyers
14078.0,101,6,1049.37,3,Low Value Buyers
14079.0,124,1,375.1,3,Low Value Buyers
14080.0,32,1,45.599999999999994,3,Low Value Buyers
14081.0,301,2,934.52,1,New Customers
14082.0,364,1,182.25,1,New Customers
14083.0,3,9,1018.43,3,Low Value Buyers
14085.0,1,18,4448.54,0,Loyal / High Spenders
14087.0,2,1,194.42,3,Low Value Buyers
14088.0,9,13,50491.81,0,Loyal / High Spenders
14089.0,56,1,161.0,3,Low Value Buyers
14090.0,324,1,76.32000000000001,1,New Customers
14092.0,7,14,4076.91,0,Loyal / High Spenders
14093.0,11,1,442.85,3,Low Value Buyers
14096.0,3,17,65164.79,0,Loyal / High Spenders
14098.0,36,1,147.35,3,Low Value Buyers
14099.0,15,11,3104.17,3,Low Value Buyers
14100.0,137,1,194.9,3,Low Value Buyers
14101.0,73,6,5976.79,3,Low Value Buyers
14102.0,4,5,1360.28,3,Low Value Buyers
14104.0,154,2,216.20999999999998,1,New Customers
14105.0,238,1,1266.23,1,New Customers
14107.0,51,7,2703.23,3,Low Value Buyers
14108.0,30,2,597.91,3,Low Value Buyers
14109.0,72,1,144.2,3,Low Value Buyers
14110.0,3,12,5683.15,3,Low Value Buyers
14111.0,13,4,692.85,3,Low Value Buyers
14112.0,22,7,2915.15,3,Low Value Buyers
14113.0,3,4,1840.42,3,Low Value Buyers
14114.0,273,2,386.53,1,New Customers
14116.0,19,5,1382.74,3,Low Value Buyers
14117.0,143,1,90.0,1,New Customers
14121.0,3,4,2780.15,3,Low Value Buyers
14124.0,83,1,419.58000000000004,3,Low Value Buyers
14125.0,10,3,2740.43,3,Low Value Buyers
14126.0,7,3,706.1300000000001,3,Low Value Buyers
14127.0,122,3,709.71,3,Low Value Buyers
14128.0,60,2,637.5,3,Low Value Buyers
14129.0,1,5,1123.8600000000001,3,Low Value Buyers
14130.0,318,1,483.86,1,New Customers
14132.0,1,11,3586.0299999999997,3,Low Value Buyers
14133.0,129,3,605.64,3,Low Value Buyers
14135.0,1,15,4690.31,0,Loyal / High Spenders
14138.0,1,2,982.3800000000001,3,Low Value Buyers
14139.0,45,1,415.82,3,Low Value Buyers
14140.0,3,2,935.05,3,Low Value Buyers
14141.0,2,4,915.13,3,Low Value Buyers
14142.0,372,1,311.81,1,New Customers
14143.0,133,1,115.8,3,Low Value Buyers
14145.0,46,4,3742.2,3,Low Value Buyers
14146.0,8,5,4191.0,3,Low Value Buyers
14147.0,77,2,483.4,3,Low Value Buyers
14148.0,233,1,157.2,1,New Customers
14149.0,220,1,446.62,1,New Customers
14150.0,35,2,658.64,3,Low Value Buyers
14152.0,74,2,621.29,3,Low Value Buyers
14154.0,238,2,1345.62,1,New Customers
14155.0,265,1,118.75,1,New Customers
14156.0,9,55,117379.63,2,At Risk / Inactive
14157.0,19,2,432.88,3,Low Value Buyers
14158.0,39,1,507.66,3,Low Value Buyers
14159.0,19,11,4693.01,3,Low Value Buyers
14161.0,215,3,1110.52,1,New Customers
14162.0,173,2,289.36,1,New Customers
14163.0,86,4,2445.91,3,Low Value Buyers
14164.0,70,2,1631.77,3,Low Value Buyers
14165.0,275,1,122.53999999999999,1,New Customers
14167.0,38,4,574.84,3,Low Value Buyers
14171.0,97,1,363.79,3,Low Value Buyers
14173.0,10,4,450.84,3,Low Value Buyers
14174.0,32,1,134.46,3,Low Value Buyers
14175.0,59,3,3222.3,3,Low Value Buyers
14176.0,296,4,576.9000000000001,1,New Customers
14177.0,85,4,559.41,3,Low Value Buyers
14178.0,8,7,1620.93,3,Low Value Buyers
14179.0,40,2,719.78,3,Low Value Buyers
14180.0,10,25,4748.52,0,Loyal / High Spenders
14184.0,66,1,452.89,3,Low Value Buyers
14185.0,330,1,197.65,1,New Customers
14188.0,30,6,2054.36,3,Low Value Buyers
14189.0,1,15,4654.08,0,Loyal / High Spenders
14191.0,1,13,4684.76,3,Low Value Buyers
14193.0,67,2,853.39,3,Low Value Buyers
14194.0,4,21,11349.52,0,Loyal / High Spenders
14195.0,201,2,1012.0,1,New Customers
14196.0,106,1,335.52,3,Low Value Buyers
14198.0,17,4,701.4,3,Low Value Buyers
14199.0,217,1,185.39999999999998,1,New Customers
14201.0,59,7,747.44,3,Low Value Buyers
14204.0,1,1,161.03,3,Low Value Buyers
14205.0,16,2,466.7,3,Low Value Buyers
14206.0,238,1,328.15999999999997,1,New Customers
14208.0,94,1,151.74,3,Low Value Buyers
14209.0,10,6,2073.43,3,Low Value Buyers
14210.0,105,6,1905.8400000000001,3,Low Value Buyers
14211.0,52,9,2241.1,3,Low Value Buyers
14212.0,89,1,1070.48,3,Low Value Buyers
14214.0,30,5,1004.38,3,Low Value Buyers
14215.0,11,6,1789.72,3,Low Value Buyers
14216.0,2,4,1839.3,3,Low Value Buyers
14217.0,1,17,2004.98,0,Loyal / High Spenders
14218.0,42,1,169.48000000000002,3,Low Value Buyers
14219.0,3,1,89.94,3,Low Value Buyers
14220.0,246,2,632.4,1,New Customers
14221.0,41,9,3432.8,3,Low Value Buyers
14222.0,176,1,683.17,1,New Customers
14223.0,91,3,991.13,3,Low Value Buyers
14224.0,109,4,1050.12,3,Low Value Buyers
14226.0,28,5,2232.19,3,Low Value Buyers
14227.0,25,10,3350.96,3,Low Value Buyers
14229.0,51,3,1547.2,3,Low Value Buyers
14231.0,183,3,925.71,1,New Customers
14232.0,42,5,2048.07,3,Low Value Buyers
14233.0,48,4,1462.72,3,Low Value Buyers
14234.0,21,4,775.46,3,Low Value Buyers
14235.0,74,5,3144.86,3,Low Value Buyers
14236.0,80,2,490.86,3,Low Value Buyers
14237.0,372,1,161.0,1,New Customers
14238.0,325,1,146.85,1,New Customers
14239.0,42,11,2380.85,3,Low Value Buyers
14240.0,29,2,890.34,3,Low Value Buyers
14241.0,183,1,213.70000000000002,1,New Customers
14242.0,234,2,280.55,1,New Customers
14243.0,8,10,2588.77,3,Low Value Buyers
14245.0,219,2,1693.45,1,New Customers
14246.0,110,3,1474.06,3,Low Value Buyers
14247.0,277,1,136.76999999999998,1,New Customers
14248.0,317,1,302.58,1,New Customers
14250.0,6,3,1904.05,3,Low Value Buyers
14251.0,1,5,2879.7000000000003,3,Low Value Buyers
14256.0,259,2,969.0600000000001,1,New Customers
14257.0,63,5,3099.7200000000003,3,Low Value Buyers
14258.0,8,9,12669.98,3,Low Value Buyers
14259.0,141,1,120.0,3,Low Value Buyers
14261.0,50,2,1163.45,3,Low Value Buyers
14262.0,7,8,2618.23,3,Low Value Buyers
14264.0,154,2,333.97,1,New Customers
14265.0,108,2,530.18,3,Low Value Buyers
14267.0,162,3,1516.24,1,New Customers
14270.0,331,1,492.65000000000003,1,New Customers
14271.0,225,1,112.32,1,New Customers
14272.0,73,2,437.96,3,Low Value Buyers
14273.0,50,4,559.97,3,Low Value Buyers
14276.0,98,3,1119.74,3,Low Value Buyers
14277.0,14,3,4216.2,3,Low Value Buyers
14280.0,196,1,134.04,1,New Customers
14282.0,2,15,3729.34,0,Loyal / High Spenders
14284.0,30,2,595.25,3,Low Value Buyers
14285.0,20,4,1910.01,3,Low Value Buyers
14286.0,23,3,4628.75,3,Low Value Buyers
14287.0,7,3,176.63,3,Low Value Buyers
14288.0,212,1,426.6,1,New Customers
14289.0,8,6,911.26,3,Low Value Buyers
14290.0,10,5,2314.65,3,Low Value Buyers
14291.0,1,11,3883.25,3,Low Value Buyers
14292.0,7,9,4871.93,3,Low Value Buyers
14293.0,2,4,1046.56,3,Low Value Buyers
14295.0,39,1,166.20000000000002,3,Low Value Buyers
14297.0,17,4,1305.33,3,Low Value Buyers
14298.0,7,44,51527.3,0,Loyal / High Spenders
14299.0,7,9,3965.62,3,Low Value Buyers
14300.0,18,1,43.2,3,Low Value Buyers
14301.0,116,1,640.14,3,Low Value Buyers
14304.0,222,1,383.45,1,New Customers
14305.0,70,3,1858.96,3,Low Value Buyers
14306.0,50,2,2093.32,3,Low Value Buyers
14307.0,88,6,2995.72,3,Low Value Buyers
14309.0,7,9,2352.53,3,Low Value Buyers
14311.0,242,1,310.26,1,New Customers
14312.0,46,6,1611.59,3,Low Value Buyers
14314.0,106,1,120.0,3,Low Value Buyers
14315.0,44,6,2481.13,3,Low Value Buyers
14317.0,64,1,508.58000000000004,3,Low Value Buyers
14320.0,206,2,477.79,1,New Customers
14321.0,10,5,1530.75,3,Low Value Buyers
14323.0,114,2,605.0600000000001,3,Low Value Buyers
14326.0,241,1,183.85,1,New Customers
14327.0,162,1,311.65,1,New Customers
14329.0,16,7,5014.84,3,Low Value Buyers
14331.0,123,2,462.65999999999997,3,Low Value Buyers
14332.0,22,3,866.31,3,Low Value Buyers
14333.0,67,1,415.2,3,Low Value Buyers
14334.0,16,8,2552.21,3,Low Value Buyers
14335.0,15,2,468.26,3,Low Value Buyers
14336.0,16,4,1614.91,3,Low Value Buyers
14338.0,160,2,588.22,1,New Customers
14339.0,242,1,309.52,1,New Customers
14340.0,218,1,134.7,1,New Customers
14341.0,44,8,2182.28,3,Low Value Buyers
14342.0,20,4,668.5600000000001,3,Low Value Buyers
14344.0,126,8,889.9300000000001,3,Low Value Buyers
14345.0,38,1,108.97999999999999,3,Low Value Buyers
14346.0,120,2,1021.58,3,Low Value Buyers
14348.0,259,1,409.57,1,New Customers
14349.0,9,1,133.5,3,Low Value Buyers
14350.0,273,1,282.93,1,New Customers
14351.0,164,1,51.0,1,New Customers
14352.0,156,4,1078.96,1,New Customers
14353.0,214,1,90.6,1,New Customers
14354.0,5,2,163.62,3,Low Value Buyers
14355.0,365,1,174.4,1,New Customers
14356.0,79,2,701.23,3,Low Value Buyers
14357.0,42,1,225.77,3,Low Value Buyers
14359.0,18,3,912.18,3,Low Value Buyers
14360.0,31,4,2128.23,3,Low Value Buyers
14362.0,21,1,161.2,3,Low Value Buyers
14364.0,108,8,3717.35,3,Low Value Buyers
14367.0,7,16,9261.52,0,Loyal / High Spenders
14368.0,319,1,155.0,1,New Customers
14371.0,294,1,100.5,1,New Customers
14373.0,357,1,76.55,1,New Customers
14375.0,184,1,257.68,1,New Customers
14377.0,190,2,617.05,1,New Customers
14379.0,43,2,348.1,3,Low Value Buyers
14381.0,51,1,202.68,3,Low Value Buyers
14382.0,25,1,626.0699999999999,3,Low Value Buyers
14383.0,37,3,1247.69,3,Low Value Buyers
14385.0,8,3,202.11,3,Low Value Buyers
14386.0,296,1,142.4,1,New Customers
14387.0,32,3,1770.56,3,Low Value Buyers
14388.0,9,8,3212.84,3,Low Value Buyers
14389.0,64,2,1043.46,3,Low Value Buyers
14390.0,9,9,4652.82,3,Low Value Buyers
14393.0,217,1,67.95,1,New Customers
14395.0,1,9,3507.71,3,Low Value Buyers
14396.0,64,2,487.99,3,Low Value Buyers
14397.0,2,19,2612.96,0,Loyal / High Spenders
14400.0,148,1,574.7,1,New Customers
14401.0,3,13,4051.48,3,Low Value Buyers
14403.0,129,4,1475.81,3,Low Value Buyers
14404.0,33,6,1474.32,3,Low Value Buyers
14406.0,118,1,156.75,3,Low Value Buyers
14407.0,106,6,2157.73,3,Low Value Buyers
14408.0,10,7,2606.53,3,Low Value Buyers
14409.0,70,6,2059.4500000000003,3,Low Value Buyers
14410.0,91,9,1105.07,3,Low Value Buyers
14411.0,310,1,1063.0,1,New Customers
14412.0,42,2,770.03,3,Low Value Buyers
14413.0,361,1,122.7,1,New Customers
14414.0,91,7,1496.98,3,Low Value Buyers
14415.0,0,13,5900.28,3,Low Value Buyers
14416.0,21,2,490.22,3,Low Value Buyers
14418.0,3,3,1937.25,3,Low Value Buyers
14419.0,10,6,1058.06,3,Low Value Buyers
14420.0,98,1,387.52,3,Low Value Buyers
14421.0,56,2,813.11,3,Low Value Buyers
14422.0,0,6,4263.64,3,Low Value Buyers
14423.0,217,1,265.2,1,New Customers
14424.0,17,1,322.08,3,Low Value Buyers
14426.0,23,10,4481.67,3,Low Value Buyers
14427.0,49,2,363.34000000000003,3,Low Value Buyers
14428.0,6,5,1244.83,3,Low Value Buyers
14431.0,302,1,470.36,1,New Customers
14432.0,9,6,2255.51,3,Low Value Buyers
14434.0,21,6,1372.8,3,Low Value Buyers
14436.0,98,1,89.06,3,Low Value Buyers
14437.0,365,1,63.0,1,New Customers
14438.0,305,1,131.9,1,New Customers
14439.0,319,1,2661.24,1,New Customers
14440.0,7,5,2357.6800000000003,3,Low Value Buyers
14441.0,0,4,1712.89,3,Low Value Buyers
14442.0,204,2,1589.82,1,New Customers
14443.0,53,4,1420.2,3,Low Value Buyers
14446.0,0,4,1039.58,3,Low Value Buyers
14447.0,18,5,1163.23,3,Low Value Buyers
14448.0,8,2,375.35,3,Low Value Buyers
14449.0,18,4,907.1,3,Low Value Buyers
14450.0,180,3,483.25,1,New Customers
14451.0,59,2,662.59,3,Low Value Buyers
14452.0,10,2,264.44,3,Low Value Buyers
14453.0,189,1,119.93,1,New Customers
14456.0,4,9,3062.4,3,Low Value Buyers
14457.0,310,1,113.64,1,New Customers
14459.0,154,1,1837.92,1,New Customers
14460.0,109,3,434.34,3,Low Value Buyers
14461.0,147,3,2103.06,1,New Customers
14462.0,65,11,2004.02,3,Low Value Buyers
14463.0,97,3,529.62,3,Low Value Buyers
14465.0,246,3,1058.6200000000001,1,New Customers
14466.0,28,7,2272.4,3,Low Value Buyers
14467.0,17,4,598.76,3,Low Value Buyers
14470.0,11,2,461.19,3,Low Value Buyers
14472.0,103,8,1936.84,3,Low Value Buyers
14473.0,73,2,234.34000000000003,3,Low Value Buyers
14474.0,45,1,547.66,3,Low Value Buyers
14475.0,71,3,925.85,3,Low Value Buyers
14476.0,256,1,215.7,1,New Customers
14477.0,19,4,1309.6,3,Low Value Buyers
14479.0,253,2,316.25,1,New Customers
14480.0,10,1,279.05,3,Low Value Buyers
14481.0,164,2,636.51,1,New Customers
14482.0,17,6,2068.15,3,Low Value Buyers
14483.0,281,1,137.1,1,New Customers
14484.0,49,1,321.92,3,Low Value Buyers
14485.0,38,1,165.75,3,Low Value Buyers
14487.0,26,6,1196.33,3,Low Value Buyers
14488.0,67,1,1064.28,3,Low Value Buyers
14489.0,206,1,463.38,1,New Customers
14491.0,174,2,340.93,1,New Customers
14493.0,6,5,2383.2400000000002,3,Low Value Buyers
14494.0,25,1,139.56,3,Low Value Buyers
14495.0,50,2,123.8,3,Low Value Buyers
14496.0,311,2,538.8100000000001,1,New Customers
14497.0,308,1,475.37,1,New Customers
14498.0,42,5,1957.32,3,Low Value Buyers
14499.0,25,3,815.32,3,Low Value Buyers
14500.0,87,3,356.85,3,Low Value Buyers
14501.0,183,2,251.21,1,New Customers
14502.0,19,11,2470.67,3,Low Value Buyers
14503.0,2,6,3543.26,3,Low Value Buyers
14504.0,46,4,673.26,3,Low Value Buyers
14505.0,16,8,5905.64,3,Low Value Buyers
14506.0,16,5,2012.17,3,Low Value Buyers
14507.0,23,6,1383.18,3,Low Value Buyers
14508.0,21,2,276.42,3,Low Value Buyers
14511.0,10,5,1314.81,3,Low Value Buyers
14512.0,187,2,275.28,1,New Customers
14513.0,100,3,455.59000000000003,3,Low Value Buyers
14514.0,60,3,1055.35,3,Low Value Buyers
14515.0,17,6,2102.09,3,Low Value Buyers
14517.0,32,2,330.45,3,Low Value Buyers
14518.0,63,1,174.37,3,Low Value Buyers
14520.0,1,2,270.6,3,Low Value Buyers
14522.0,23,4,974.54,3,Low Value Buyers
14523.0,107,1,241.09,3,Low Value Buyers
14524.0,31,9,1867.68,3,Low Value Buyers
14525.0,19,9,4332.2,3,Low Value Buyers
14527.0,2,55,8508.82,0,Loyal / High Spenders
14528.0,36,1,364.21999999999997,3,Low Value Buyers
14529.0,59,3,620.04,3,Low Value Buyers
14530.0,25,6,2925.91,3,Low Value Buyers
14532.0,235,4,932.85,1,New Customers
14533.0,24,7,1949.72,3,Low Value Buyers
14534.0,2,18,4447.05,0,Loyal / High Spenders
14535.0,59,3,2864.19,3,Low Value Buyers
14536.0,259,1,171.8,1,New Customers
14537.0,57,1,355.56,3,Low Value Buyers
14538.0,64,2,388.25,3,Low Value Buyers
14539.0,15,2,537.48,3,Low Value Buyers
14540.0,9,3,996.26,3,Low Value Buyers
14541.0,58,8,1461.65,3,Low Value Buyers
14542.0,185,1,103.25,1,New Customers
14543.0,28,16,3630.33,0,Loyal / High Spenders
14544.0,23,2,2024.45,3,Low Value Buyers
14546.0,4,5,2578.09,3,Low Value Buyers
14547.0,3,8,4007.54,3,Low Value Buyers
14548.0,150,2,652.8,1,New Customers
14549.0,310,1,289.24,1,New Customers
14550.0,10,2,765.62,3,Low Value Buyers
14551.0,17,2,186.23,3,Low Value Buyers
14552.0,151,1,165.07,1,New Customers
14553.0,18,5,859.27,3,Low Value Buyers
14554.0,9,4,2381.04,3,Low Value Buyers
14555.0,56,2,324.14,3,Low Value Buyers
14557.0,84,1,788.38,3,Low Value Buyers
14560.0,6,22,2237.77,0,Loyal / High Spenders
14561.0,75,3,1080.76,3,Low Value Buyers
14562.0,3,18,5074.77,0,Loyal / High Spenders
14565.0,95,4,3099.12,3,Low Value Buyers
14566.0,110,1,1432.0,3,Low Value Buyers
14567.0,56,2,1530.3600000000001,3,Low Value Buyers
14569.0,0,1,227.39,3,Low Value Buyers
14570.0,280,2,218.06,1,New Customers
14572.0,2,7,2832.84,3,Low Value Buyers
14573.0,179,9,1653.42,1,New Customers
14576.0,371,1,35.400000000000006,1,New Customers
14577.0,12,4,859.71,3,Low Value Buyers
14578.0,2,1,168.63,3,Low Value Buyers
14581.0,16,1,138.6,3,Low Value Buyers
14582.0,40,1,114.11,3,Low Value Buyers
14583.0,5,5,1052.55,3,Low Value Buyers
14584.0,168,4,1042.26,1,New Customers
14585.0,49,1,157.05,3,Low Value Buyers
14586.0,276,1,237.36,1,New Customers
14587.0,18,9,1601.14,3,Low Value Buyers
14589.0,371,1,39.75,1,New Customers
14591.0,14,4,1447.14,3,Low Value Buyers
14592.0,34,3,570.46,3,Low Value Buyers
14593.0,21,3,617.99,3,Low Value Buyers
14594.0,6,2,379.83,3,Low Value Buyers
14595.0,19,6,1740.6,3,Low Value Buyers
14597.0,10,2,883.15,3,Low Value Buyers
14598.0,43,1,221.97,3,Low Value Buyers
14600.0,305,1,393.33000000000004,1,New Customers
14601.0,10,1,213.96,3,Low Value Buyers
14603.0,274,1,660.0,1,New Customers
14606.0,0,93,12156.65,0,Loyal / High Spenders
14607.0,15,14,16569.5,0,Loyal / High Spenders
14608.0,3,4,1785.15,3,Low Value Buyers
14609.0,71,4,601.56,3,Low Value Buyers
14616.0,242,3,406.08000000000004,1,New Customers
14618.0,8,3,553.44,3,Low Value Buyers
14619.0,245,1,394.44,1,New Customers
14620.0,205,2,412.78000000000003,1,New Customers
14621.0,0,5,1788.3600000000001,3,Low Value Buyers
14622.0,184,1,320.58000000000004,1,New Customers
14623.0,31,5,889.25,3,Low Value Buyers
14624.0,56,2,225.85,3,Low Value Buyers
14625.0,195,2,899.63,1,New Customers
14626.0,23,4,2791.27,3,Low Value Buyers
14628.0,90,2,671.96,3,Low Value Buyers
14629.0,3,2,959.01,3,Low Value Buyers
14631.0,50,3,1006.98,3,Low Value Buyers
14632.0,262,1,114.56,1,New Customers
14633.0,265,1,344.90000000000003,1,New Customers
14636.0,35,2,609.85,3,Low Value Buyers
14638.0,50,1,443.6,3,Low Value Buyers
14639.0,51,6,2984.49,3,Low Value Buyers
14640.0,23,6,2125.08,3,Low Value Buyers
14641.0,21,1,110.46,3,Low Value Buyers
14642.0,58,1,96.12,3,Low Value Buyers
14643.0,169,2,693.8100000000001,1,New Customers
14644.0,67,2,830.76,3,Low Value Buyers
14645.0,156,2,597.09,1,New Customers
14646.0,1,74,280206.02,2,At Risk / Inactive
14647.0,200,1,243.22,1,New Customers
14649.0,4,4,1417.29,3,Low Value Buyers
14651.0,66,2,654.6,3,Low Value Buyers
14652.0,76,1,114.18,3,Low Value Buyers
14653.0,0,7,1947.55,3,Low Value Buyers
14655.0,7,4,1932.23,3,Low Value Buyers
14656.0,168,2,291.05,1,New Customers
14657.0,17,4,848.22,3,Low Value Buyers
14658.0,4,2,247.15,3,Low Value Buyers
14659.0,8,9,2529.93,3,Low Value Buyers
14660.0,86,2,285.74,3,Low Value Buyers
14661.0,26,1,107.95,3,Low Value Buyers
14662.0,28,4,771.17,3,Low Value Buyers
14664.0,19,2,637.89,3,Low Value Buyers
14665.0,60,5,1835.7,3,Low Value Buyers
14666.0,23,1,195.25,3,Low Value Buyers
14667.0,10,25,9241.2,0,Loyal / High Spenders
14669.0,241,3,1269.99,1,New Customers
14670.0,279,2,411.53,1,New Customers
14672.0,234,2,765.55,1,New Customers
14673.0,2,5,1736.4,3,Low Value Buyers
14675.0,15,1,604.75,3,Low Value Buyers
14676.0,30,6,2548.2400000000002,3,Low Value Buyers
14680.0,24,16,28754.11,0,Loyal / High Spenders
14681.0,70,3,498.95,3,Low Value Buyers
14682.0,187,2,52.0,1,New Customers
14684.0,25,5,1236.28,3,Low Value Buyers
14687.0,106,1,628.38,3,Low Value Buyers
14688.0,7,21,5630.87,0,Loyal / High Spenders
14689.0,208,1,112.8,1,New Customers
14690.0,43,2,371.7,3,Low Value Buyers
14691.0,30,5,2114.33,3,Low Value Buyers
14692.0,136,4,591.55,3,Low Value Buyers
14693.0,264,1,172.9,1,New Customers
14696.0,3,7,2078.95,3,Low Value Buyers
14697.0,217,2,188.60999999999999,1,New Customers
14698.0,1,5,1250.76,3,Low Value Buyers
14699.0,213,1,109.13000000000001,1,New Customers
14700.0,31,3,2235.3,3,Low Value Buyers
14701.0,10,9,2549.37,3,Low Value Buyers
14702.0,0,17,3292.14,0,Loyal / High Spenders
14703.0,14,1,318.17,3,Low Value Buyers
14704.0,10,9,1546.91,3,Low Value Buyers
14705.0,198,1,179.0,1,New Customers
14708.0,2,3,1126.37,3,Low Value Buyers
14709.0,14,13,4921.04,3,Low Value Buyers
14710.0,13,4,606.13,3,Low Value Buyers
14711.0,9,11,2868.8,3,Low Value Buyers
14712.0,28,3,917.07,3,Low Value Buyers
14713.0,8,11,2666.36,3,Low Value Buyers
14714.0,23,1,160.19,3,Low Value Buyers
